City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,aqi_bucket
Amritsar,22-03-18,15.44,57.58,13.73,4.94,28.91,5.64,0.86,2.45,29.02,4.28,2.68,72.0,Satisfactory
Amritsar,23-03-18,37.84,115.7,13.8,4.88,24.49,5.65,0.9,2.4,30.86,4.18,3.0,101.0,Moderate
Amritsar,24-03-18,53.87,150.64,17.23,11.11,28.34,10.48,0.74,7.43,34.24,5.65,3.53,101.0,Moderate
Amritsar,25-03-18,52.32,136.13,18.62,13.02,31.63,12.83,0.93,1.91,38.35,3.57,2.68,101.0,Moderate
Amritsar,26-03-18,85.49,196.39,17.51,14.09,31.6,13.86,0.9,2.92,36.59,4.81,6.07,101.0,Moderate
Amritsar,27-03-18,79.32,200.53,17.48,12.94,13.12,14.62,0.37,6.19,21.93,2.21,3.29,101.0,Moderate
Amritsar,28-03-18,58.0,153.79,14.905,11.72,27.72,11.7,1.04,5.09,20.975,3.19,2.06,101.0,Moderate
Amritsar,29-03-18,43.46,137.94,14.905,13.6,27.72,11.58,1.03,1.52,20.975,3.19,2.06,101.0,Moderate
Amritsar,30-03-18,44.09,98.09,14.905,13.73,27.72,11.95,0.94,5.94,20.975,3.19,2.06,101.0,Moderate
Amritsar,31-03-18,60.49,175.86,14.905,6.46,27.72,10.05,0.78,4.04,20.975,3.19,2.06,101.0,Moderate
Amritsar,01-04-18,42.65,127.85,14.905,8.85,27.72,11.7,0.77,4.97,20.975,3.19,2.06,101.0,Moderate
Amritsar,02-04-18,34.55,140.89,14.905,6.95,27.72,10.58,0.78,4.64,20.975,3.19,2.06,101.0,Moderate
Amritsar,03-04-18,65.85,164.22,14.905,6.36,27.72,7.88,0.85,4.41,20.975,3.19,2.06,101.0,Moderate
Amritsar,04-04-18,60.17,196.48,14.905,2.24,27.72,11.7,0.96,5.48,20.975,3.19,2.06,101.0,Moderate
Amritsar,05-04-18,52.95,159.99,14.905,16.91,27.72,9.21,0.29,6.02,20.975,3.19,2.06,101.0,Moderate
Amritsar,06-04-18,46.28,131.27,14.905,17.53,27.72,9.33,0.24,5.68,20.975,3.19,2.06,126.0,Moderate
Amritsar,07-04-18,34.09,105.54,14.905,17.85,27.72,9.03,0.26,4.15,20.975,3.19,2.06,110.0,Moderate
Amritsar,08-04-18,42.13,124.71,14.905,17.43,27.72,9.05,0.24,5.38,20.975,3.19,2.06,112.0,Moderate
Amritsar,09-04-18,28.51,138.44,14.905,11.57,27.72,7.14,0.62,4.41,20.975,3.19,2.06,138.0,Moderate
Amritsar,10-04-18,34.87,97.24,14.905,2.45,27.72,6.23,0.99,5.9,20.975,3.19,2.06,96.0,Satisfactory
Amritsar,11-04-18,18.64,55.1,14.905,4.58,27.72,8.43,0.94,4.71,20.975,3.19,2.06,77.0,Satisfactory
Amritsar,12-04-18,28.11,65.25,14.905,73.505,27.72,25.24,0.82,4.64,20.975,3.19,2.06,72.0,Satisfactory
Amritsar,13-04-18,42.29,99.54,14.905,25.06,27.72,4.8,0.81,5.11,20.975,3.19,2.06,83.0,Satisfactory
Amritsar,14-04-18,52.59,129.54,14.905,22.42,27.72,4.94,0.78,4.63,20.975,3.19,2.06,107.0,Moderate
Amritsar,15-04-18,55.56,140.47,14.905,21.13,27.72,6.1,0.96,4.5,20.975,3.19,2.06,128.0,Moderate
Amritsar,16-04-18,33.87,119.64,14.905,16.37,27.72,6.35,0.94,4.32,20.975,3.19,2.06,122.0,Moderate
Amritsar,17-04-18,22.94,70.01,14.905,16.99,27.72,9.61,0.92,6.11,20.975,3.19,2.06,99.0,Satisfactory
Amritsar,18-04-18,35.71,100.19,14.905,4.89,27.72,4.14,0.81,5.0,20.975,3.19,2.06,85.0,Satisfactory
Amritsar,19-04-18,43.0,134.69,14.905,9.02,27.72,6.96,1.16,4.1,20.975,3.19,2.06,117.0,Moderate
Amritsar,20-04-18,17.8,63.32,14.905,9.46,27.72,8.2,0.92,4.99,20.975,3.19,2.06,94.0,Satisfactory
Amritsar,21-04-18,21.1,77.96,14.905,8.67,27.72,8.02,0.62,4.65,20.975,3.19,2.06,66.0,Satisfactory
Amritsar,22-04-18,23.62,80.1,14.905,8.81,27.72,8.01,0.6,4.83,20.975,3.19,2.06,78.0,Satisfactory
Amritsar,23-04-18,29.8,98.84,14.905,8.82,27.72,7.88,0.75,4.28,20.975,3.19,2.06,94.0,Satisfactory
Amritsar,24-04-18,60.36,161.24,14.905,8.64,27.72,7.81,0.64,4.88,20.975,3.19,2.06,119.0,Moderate
Amritsar,25-04-18,69.33,167.05,14.905,9.24,27.72,7.89,0.55,4.85,20.975,3.19,2.06,148.0,Moderate
Amritsar,26-04-18,43.85,109.9,14.905,8.67,27.72,6.99,0.75,4.74,20.975,3.19,2.06,119.0,Moderate
Amritsar,27-04-18,81.81,203.55,14.905,9.99,27.72,8.01,0.72,5.37,20.975,3.19,2.06,138.0,Moderate
Amritsar,28-04-18,71.4,148.06,14.905,10.58,27.72,8.19,0.51,4.23,20.975,3.19,2.06,156.0,Moderate
Amritsar,29-04-18,61.67,148.89,14.905,10.58,27.72,8.22,0.64,5.94,20.975,3.19,2.06,136.0,Moderate
Amritsar,30-04-18,64.92,178.5,14.905,10.64,27.72,8.19,0.74,8.03,20.975,3.19,2.06,149.0,Moderate
Amritsar,01-05-18,77.06,201.95,14.905,11.04,27.72,7.87,0.87,8.84,20.975,3.19,2.06,157.0,Moderate
Amritsar,02-05-18,60.54,188.97,14.905,10.25,27.72,6.78,2.31,12.24,20.975,3.19,2.06,161.0,Moderate
Amritsar,03-05-18,37.37,83.42,14.905,8.35,27.72,5.24,0.89,6.86,20.975,3.19,2.06,120.0,Moderate
Amritsar,04-05-18,46.96,117.05,14.905,8.24,27.72,5.14,0.8,4.5,20.975,3.19,2.06,104.0,Moderate
Amritsar,05-05-18,60.38,157.78,14.905,8.23,27.72,5.14,0.95,5.8,20.975,3.19,2.06,123.0,Moderate
Amritsar,06-05-18,43.89,121.76,14.905,8.22,27.72,5.13,0.79,5.07,20.975,3.19,2.06,131.0,Moderate
Amritsar,07-05-18,26.75,83.47,14.905,8.26,27.72,5.13,0.62,6.45,20.975,3.19,2.06,95.0,Satisfactory
Amritsar,08-05-18,31.61,81.6,14.905,8.21,27.72,5.13,0.53,5.14,20.975,3.19,2.06,82.0,Satisfactory
Amritsar,09-05-18,58.47,118.73,14.905,8.25,27.72,5.13,0.57,4.77,20.975,3.19,2.06,100.0,Satisfactory
Amritsar,10-05-18,99.65,169.11,14.905,8.25,27.72,5.14,0.7,4.96,20.975,3.19,2.06,178.0,Moderate
Amritsar,11-05-18,108.04,198.34,14.905,8.24,27.72,5.13,0.7,5.85,20.975,3.19,2.06,252.0,Poor
Amritsar,12-05-18,118.6,206.81,14.905,8.26,27.72,5.13,0.68,5.73,20.975,3.19,2.06,273.0,Poor
Amritsar,13-05-18,41.29,89.89,14.905,8.22,27.72,5.13,0.54,6.12,20.975,3.19,2.06,153.0,Moderate
Amritsar,14-05-18,51.48,113.43,14.905,8.22,27.72,5.13,0.61,5.39,20.975,3.19,2.06,102.0,Moderate
Amritsar,15-05-18,75.55,148.68,14.905,8.23,27.72,5.13,0.64,5.43,20.975,3.19,2.06,128.0,Moderate
Amritsar,16-05-18,56.32,136.55,14.905,8.27,27.72,5.11,0.66,6.05,20.975,3.19,2.06,127.0,Moderate
Amritsar,17-05-18,92.14,196.87,12.58,8.35,21.02,5.07,0.63,5.91,41.86,0.99,3.05,167.0,Moderate
Amritsar,18-05-18,84.74,196.78,12.55,8.41,20.97,5.04,0.66,5.46,38.02,1.0,3.05,206.0,Poor
Amritsar,19-05-18,72.32,163.27,12.54,8.25,20.79,5.11,0.59,5.99,35.54,0.91,2.94,149.0,Moderate
Amritsar,20-05-18,67.71,106.21,12.56,8.47,21.03,5.02,0.69,5.01,38.8,0.84,2.93,131.0,Moderate
Amritsar,21-05-18,74.3,134.46,12.55,8.61,21.15,4.99,0.61,5.77,38.82,0.76,2.76,127.0,Moderate
Amritsar,22-05-18,104.43,152.02,12.52,8.4,20.93,5.07,0.63,5.03,40.73,0.84,2.82,252.0,Poor
Amritsar,23-05-18,52.81,112.14,12.51,8.31,20.82,5.11,0.58,5.9,42.01,0.77,2.8,134.0,Moderate
Amritsar,24-05-18,51.88,100.81,12.53,8.33,20.86,5.1,0.63,5.56,41.07,0.79,2.79,102.0,Moderate
Amritsar,25-05-18,62.72,124.43,12.59,8.56,21.15,5.01,0.58,6.65,41.84,0.94,2.84,114.0,Moderate
Amritsar,26-05-18,74.08,126.26,12.63,8.34,20.97,5.08,0.53,5.85,42.98,0.97,2.83,132.0,Moderate
Amritsar,27-05-18,72.53,138.75,12.63,8.3,20.93,5.09,0.48,5.72,42.48,0.74,2.64,134.0,Moderate
Amritsar,28-05-18,108.07,76.5,12.63,8.24,20.87,5.11,0.97,7.2,40.83,0.86,2.76,225.0,Poor
Amritsar,29-05-18,74.32,61.18,12.62,8.36,20.99,5.07,0.98,6.52,44.43,0.83,2.6,196.0,Moderate
Amritsar,30-05-18,66.86,67.01,12.53,8.69,21.22,4.99,0.74,6.42,41.35,0.8,2.5,113.0,Moderate
Amritsar,31-05-18,75.49,218.375,12.34,22.51,20.81,6.42,0.92,5.16,34.32,0.88,2.54,130.0,Moderate
Amritsar,01-06-18,99.15,218.375,0.4,8.55,8.62,1.51,1.56,6.51,23.58,0.75,2.62,254.0,Poor
Amritsar,02-06-18,48.66,179.33,1.42,8.57,9.19,1.6,1.26,6.14,20.8,0.6,2.43,200.0,Moderate
Amritsar,03-06-18,67.25,199.98,0.76,8.4,8.35,1.58,1.24,6.23,23.36,0.58,2.46,164.0,Moderate
Amritsar,04-06-18,61.84,194.06,5.32,9.97,12.51,3.7,1.8,6.29,33.48,0.52,2.21,174.0,Moderate
Amritsar,05-06-18,59.22,208.58,12.27,9.6,21.53,4.87,1.23,3.13,38.93,0.6,2.46,164.0,Moderate
Amritsar,06-06-18,44.09,98.09,14.905,13.73,27.72,11.7,0.59,6.39,20.975,3.19,2.06,170.0,Moderate
Amritsar,07-06-18,53.32,146.53,13.48,17.23,27.03,3.12,2.81,4.73,46.78,0.64,2.46,101.0,Moderate
Amritsar,08-06-18,54.7,175.81,46.4,29.71,39.7,5.39,2.1,6.52,32.46,0.92,2.79,148.0,Moderate
Amritsar,09-06-18,29.87,135.11,25.06,6.05,21.99,4.36,0.75,11.15,28.03,0.53,2.43,133.0,Moderate
Amritsar,10-06-18,50.25,148.66,9.57,18.11,28.68,4.54,0.59,10.2,33.35,0.7,2.57,128.0,Moderate
Amritsar,11-06-18,51.72,175.01,12.28,48.32,61.6,4.67,0.59,14.28,27.6,0.62,2.13,135.0,Moderate
Amritsar,12-06-18,63.27,218.375,46.4,73.505,77.0325,31.31,0.59,7.91,38.92,0.9,3.04,101.0,Moderate
Amritsar,13-06-18,83.88,218.375,33.85,13.99,43.79,9.52,2.82,7.38,34.24,1.04,2.87,221.0,Poor
Amritsar,14-06-18,148.7425,218.375,22.27,17.41,39.68,6.45,0.59,6.88,28.53,0.7,2.57,391.0,Very Poor
Amritsar,15-06-18,148.7425,218.375,18.83,14.54,33.37,6.7,0.59,5.26,31.27,0.57,2.54,391.0,Very Poor
Amritsar,16-06-18,145.95,218.375,17.86,13.25,31.1,7.53,0.59,8.52,29.86,0.49,2.44,391.0,Very Poor
Amritsar,17-06-18,49.36,215.18,17.91,13.17,31.08,7.53,0.59,4.35,30.54,0.55,2.46,222.0,Poor
Amritsar,18-06-18,41.53,183.02,20.97,14.08,35.05,6.59,0.59,6.47,41.74,0.63,2.56,158.0,Moderate
Amritsar,19-06-18,39.78,171.73,23.1,15.08,38.19,5.6,0.0,7.19,46.14,0.73,2.64,154.0,Moderate
Amritsar,20-06-18,44.05,152.49,13.1,16.37,29.47,5.81,0.59,6.46,34.83,0.88,2.8,143.0,Moderate
Amritsar,21-06-18,33.94,120.27,12.02,17.25,29.27,5.93,0.59,5.67,42.11,0.9,2.69,121.0,Moderate
Amritsar,22-06-18,40.94,150.34,11.3,16.96,28.26,6.18,0.59,7.43,49.88,1.26,2.92,126.0,Moderate
Amritsar,23-06-18,32.02,154.91,11.04,16.48,27.52,6.32,0.59,7.24,20.975,0.99,2.68,145.0,Moderate
Amritsar,24-06-18,41.94,120.52,10.89,16.47,27.36,6.23,0.59,6.33,20.975,1.13,2.67,113.0,Moderate
Amritsar,25-06-18,45.02,174.24,10.83,16.07,26.9,6.24,0.59,4.7,43.26,0.88,2.3,113.0,Moderate
Amritsar,26-06-18,49.85,218.375,10.6,15.85,26.44,6.33,0.59,6.46,28.48,0.83,2.21,189.0,Moderate
Amritsar,27-06-18,30.38,85.39,10.56,16.22,26.78,6.23,0.59,7.4,29.44,0.62,2.0,110.0,Moderate
Amritsar,28-06-18,21.99,46.12,10.88,16.14,27.02,6.09,1.34,12.55,24.31,0.58,1.88,86.0,Satisfactory
Amritsar,29-06-18,14.6,40.21,10.77,16.86,27.63,5.96,0.59,8.09,17.42,0.71,2.2,47.0,Good
Amritsar,30-06-18,26.32,72.24,11.82,17.53,29.34,6.64,0.59,9.9,26.17,0.94,2.44,50.0,Good
Amritsar,01-07-18,39.38,89.71,13.26,18.89,32.13,7.34,0.59,3.78,39.68,1.23,2.73,94.0,Satisfactory
Amritsar,02-07-18,42.91,96.36,13.17,18.79,31.94,7.41,0.59,4.23,36.15,1.0,2.28,96.0,Satisfactory
Amritsar,03-07-18,29.81,42.27,13.11,18.68,31.77,7.44,0.59,9.09,21.49,0.6,2.04,59.0,Satisfactory
Amritsar,04-07-18,57.48,49.28,19.18,18.73,34.32,7.33,0.59,11.28,20.67,0.65,2.09,83.0,Satisfactory
Amritsar,05-07-18,35.43,75.99,4.7,7.37,11.84,4.63,0.59,5.02,31.48,0.73,2.21,71.0,Satisfactory
Amritsar,06-07-18,57.96,119.11,8.37,9.12,17.48,5.47,0.16,10.6,37.0,1.08,2.37,101.0,Moderate
Amritsar,07-07-18,51.58,109.11,11.37,9.3,20.67,6.76,0.18,7.1,40.35,1.05,2.42,107.0,Moderate
Amritsar,08-07-18,41.99,92.76,11.28,9.2,20.48,6.75,0.46,6.03,38.63,0.82,2.2,95.0,Satisfactory
Amritsar,09-07-18,43.36,87.53,11.31,9.17,20.48,6.88,0.15,9.03,38.7,0.65,1.98,93.0,Satisfactory
Amritsar,10-07-18,52.64,68.71,8.86,10.8,19.66,7.33,0.23,7.33,25.46,0.71,2.1,88.0,Satisfactory
Amritsar,11-07-18,28.48,46.52,9.4,10.06,19.46,7.42,0.47,7.25,30.39,0.63,2.06,81.0,Satisfactory
Amritsar,12-07-18,36.03,55.76,10.43,8.76,19.19,7.64,0.59,5.66,25.23,3.29,2.6,50.0,Good
Amritsar,13-07-18,16.45,33.03,10.6,9.01,18.3,7.67,0.59,11.91,17.04,5.57,2.75,60.0,Satisfactory
Amritsar,14-07-18,21.83,45.5,9.99,9.18,19.16,7.68,0.59,7.33,37.11,3.17,1.92,101.0,Moderate
Amritsar,15-07-18,21.47,41.26,9.76,9.43,19.19,7.59,0.59,7.56,30.98,2.69,1.82,101.0,Moderate
Amritsar,16-07-18,28.43,47.3,9.81,9.41,18.61,7.55,0.0,3.1,29.37,2.58,1.77,49.0,Good
Amritsar,17-07-18,22.09,41.49,10.07,9.35,16.76,7.6,0.0,2.67,34.97,1.92,1.31,49.0,Good
Amritsar,18-07-18,24.9,53.83,10.48,8.82,14.49,7.69,0.0,3.84,40.09,1.33,0.84,55.0,Satisfactory
Amritsar,19-07-18,18.52,53.06,10.44,8.73,15.41,7.65,0.25,3.39,41.53,1.69,1.05,101.0,Moderate
Amritsar,20-07-18,26.85,65.56,10.29,8.06,18.35,6.96,0.41,9.02,27.54,2.02,1.51,67.0,Satisfactory
Amritsar,21-07-18,27.89,60.21,9.6,5.99,15.59,4.69,0.42,6.07,30.64,2.21,1.69,64.0,Satisfactory
Amritsar,22-07-18,25.89,27.13,9.36,6.06,15.42,4.71,0.34,3.75,34.04,1.76,1.34,54.0,Satisfactory
Amritsar,23-07-18,23.24,40.44,9.38,6.02,12.91,4.71,0.36,4.05,39.98,1.54,0.93,50.0,Good
Amritsar,24-07-18,24.15,48.14,10.29,5.21,10.99,6.2,0.37,3.71,38.48,1.16,0.9,74.0,Satisfactory
Amritsar,25-07-18,28.38,51.05,10.73,4.85,14.59,6.7,0.37,3.45,31.95,1.54,1.19,54.0,Satisfactory
Amritsar,26-07-18,14.82,31.86,10.62,4.83,7.46,6.71,0.13,3.45,27.37,0.93,0.63,50.0,Good
Amritsar,27-07-18,10.8,29.2,11.29,5.6,13.59,6.06,0.2,2.63,31.03,1.37,0.89,101.0,Moderate
Amritsar,28-07-18,44.09,28.23,12.49,6.7,19.19,5.32,0.24,1.95,27.33,1.84,1.39,25.0,Good
Amritsar,29-07-18,44.09,38.77,12.69,6.65,19.32,5.31,0.37,1.92,26.45,1.99,1.55,46.0,Good
Amritsar,30-07-18,44.09,49.86,12.67,6.6,19.3,5.31,0.33,2.04,32.44,2.18,1.69,68.0,Satisfactory
Amritsar,31-07-18,44.09,59.9,12.42,6.63,19.05,5.34,0.3,2.12,36.58,2.19,1.6,59.0,Satisfactory
Amritsar,01-08-18,44.09,63.84,12.7,7.14,19.81,5.77,0.17,2.21,39.25,2.0,1.49,71.0,Satisfactory
Amritsar,02-08-18,44.09,61.34,14.06,8.58,22.66,7.14,0.5,3.89,42.72,1.87,1.36,62.0,Satisfactory
Amritsar,03-08-18,44.09,147.2,14.18,8.94,23.12,7.08,0.23,2.77,30.38,2.08,1.55,67.0,Satisfactory
Amritsar,04-08-18,44.09,127.95,12.49,8.67,21.08,5.64,0.14,4.57,38.44,1.84,1.22,126.0,Moderate
Amritsar,05-08-18,44.09,83.64,11.48,8.11,19.59,4.03,0.59,5.08,33.16,1.85,1.28,100.0,Satisfactory
Amritsar,06-08-18,44.09,47.79,11.72,8.08,19.81,3.92,0.59,6.87,34.94,1.76,1.19,66.0,Satisfactory
Amritsar,07-08-18,44.09,19.9,12.57,7.92,20.49,3.58,0.59,8.37,34.38,1.72,1.27,39.0,Good
Amritsar,08-08-18,44.09,18.23,13.32,6.56,17.81,3.21,0.59,6.67,33.25,1.94,1.4,37.0,Good
Amritsar,09-08-18,44.09,19.99,5.55,7.11,12.66,7.71,0.59,7.22,35.4,1.99,1.39,40.0,Good
Amritsar,10-08-18,44.09,38.43,5.69,7.67,13.36,7.56,0.59,8.7,34.38,2.02,1.63,42.0,Good
Amritsar,11-08-18,44.09,38.21,5.73,7.76,13.49,7.43,0.59,8.69,29.83,2.32,2.04,42.0,Good
Amritsar,12-08-18,44.09,65.08,5.52,7.83,13.35,7.46,0.59,8.41,28.86,2.07,1.73,43.0,Good
Amritsar,13-08-18,44.09,47.75,6.32,8.79,14.95,7.22,0.59,6.75,29.1,1.88,1.45,64.0,Satisfactory
Amritsar,14-08-18,44.09,35.59,9.76,10.34,20.11,5.91,0.59,7.25,38.17,1.8,1.36,44.0,Good
Amritsar,15-08-18,44.09,31.42,9.59,10.37,19.96,5.94,0.59,9.04,33.88,2.0,1.67,101.0,Moderate
Amritsar,16-08-18,44.09,61.22,7.73,10.24,18.08,6.2,0.59,6.69,36.6,1.92,1.24,101.0,Moderate
Amritsar,17-08-18,44.09,50.07,7.37,9.47,16.84,5.62,0.59,3.14,33.74,1.97,1.35,101.0,Moderate
Amritsar,18-08-18,44.09,28.55,7.22,9.46,16.69,5.66,0.59,6.39,39.73,1.89,1.49,64.0,Satisfactory
Amritsar,19-08-18,44.09,24.03,7.16,9.47,16.62,5.68,0.59,5.18,32.67,1.9,1.45,40.0,Good
Amritsar,20-08-18,44.09,39.04,9.14,10.14,19.27,6.17,0.32,5.76,34.69,1.97,1.34,61.0,Satisfactory
Amritsar,21-08-18,19.92,37.9,13.48,12.06,25.24,6.42,1.01,8.09,32.38,2.35,1.35,42.0,Good
Amritsar,22-08-18,44.09,43.11,14.16,13.5,27.66,6.56,0.04,6.63,29.55,5.83,3.1,101.0,Moderate
Amritsar,23-08-18,44.09,30.87,12.46,12.01,21.0,7.26,0.0,5.23,25.65,4.85,2.54,40.0,Good
Amritsar,24-08-18,44.09,47.04,14.88,13.39,25.88,6.29,0.0,6.56,31.61,4.72,2.57,39.0,Good
Amritsar,25-08-18,44.09,98.09,14.905,13.73,27.72,11.7,0.59,6.39,20.975,3.19,2.06,101.0,Moderate
Amritsar,26-08-18,44.09,98.09,14.905,13.73,27.72,11.7,0.59,6.39,20.975,3.19,2.06,101.0,Moderate
Amritsar,27-08-18,44.09,71.25,46.4,32.78,60.38,19.46,0.0,27.38,29.62,2.07,1.05,101.0,Moderate
Amritsar,28-08-18,44.09,92.29,15.11,11.84,23.56,5.75,0.04,6.1,36.0,5.0,2.65,101.0,Moderate
Amritsar,29-08-18,44.09,99.16,12.38,11.74,23.74,3.62,0.0,4.98,15.3,5.83,3.35,98.0,Satisfactory
Amritsar,30-08-18,44.09,73.84,11.03,10.68,20.6,4.86,0.0,5.32,20.33,5.38,2.93,86.0,Satisfactory
Amritsar,31-08-18,44.09,86.23,11.92,9.68,16.05,5.98,0.0,5.79,29.21,4.26,3.5,72.0,Satisfactory
Amritsar,01-09-18,44.09,74.16,15.86,18.0,23.87,11.87,0.0,5.43,33.67,4.68,4.88,78.0,Satisfactory
Amritsar,02-09-18,44.09,48.94,12.55,10.27,18.51,5.76,0.0,2.36,13.52,4.17,2.15,101.0,Moderate
Amritsar,03-09-18,44.09,36.88,18.56,12.7,13.82,8.53,0.0,3.28,20.52,4.05,4.03,101.0,Moderate
Amritsar,04-09-18,44.09,39.17,21.61,11.55,29.63,7.67,0.0,2.99,23.02,4.88,5.88,39.0,Good
Amritsar,05-09-18,44.09,64.29,12.35,10.75,19.65,5.99,0.0,2.33,32.89,4.92,4.77,53.0,Satisfactory
Amritsar,06-09-18,44.09,82.86,11.14,8.52,19.66,5.36,0.0,2.4,22.94,6.605,7.62,70.0,Satisfactory
Amritsar,07-09-18,44.09,56.13,9.57,7.29,16.86,4.69,0.0,2.74,19.52,6.605,8.47,72.0,Satisfactory
Amritsar,08-09-18,44.09,24.89,10.26,7.84,18.1,4.47,0.0,3.13,22.58,5.02,7.59,40.0,Good
Amritsar,09-09-18,44.09,34.62,10.88,10.65,21.4,4.37,0.0,2.87,17.87,5.23,7.87,33.0,Good
Amritsar,10-09-18,44.09,43.28,10.47,10.85,21.24,4.34,0.0,4.32,19.64,5.43,8.11,36.0,Good
Amritsar,11-09-18,44.09,42.87,15.68,15.46,31.14,10.81,0.0,2.74,21.88,5.44,8.16,45.0,Good
Amritsar,12-09-18,44.09,47.01,17.18,14.9,32.09,13.52,0.0,2.81,21.21,4.66,6.9,46.0,Good
Amritsar,13-09-18,44.09,84.37,14.76,10.91,25.66,9.91,0.0,3.09,19.33,4.03,5.85,56.0,Satisfactory
Amritsar,14-09-18,44.09,44.41,15.63,11.35,26.98,9.42,0.0,2.15,20.13,3.94,5.77,77.0,Satisfactory
Amritsar,15-09-18,44.09,36.96,15.74,11.61,27.34,9.31,0.0,3.01,19.82,4.08,5.91,38.0,Good
Amritsar,16-09-18,44.09,41.76,15.74,11.37,27.11,9.31,0.0,2.28,22.39,4.09,6.0,39.0,Good
Amritsar,17-09-18,44.09,56.83,15.24,11.48,26.72,9.5,0.0,3.49,25.12,4.27,6.1,48.0,Good
Amritsar,18-09-18,44.09,67.86,15.55,11.79,27.34,9.32,0.0,2.03,25.65,4.4,6.25,63.0,Satisfactory
Amritsar,19-09-18,44.09,81.95,15.34,11.69,27.03,9.42,0.0,3.25,25.84,4.58,6.39,76.0,Satisfactory
Amritsar,20-09-18,44.09,88.29,14.89,11.32,26.21,9.68,0.0,2.78,27.92,4.37,6.23,84.0,Satisfactory
Amritsar,21-09-18,44.09,73.77,14.78,11.04,25.82,9.81,0.0,2.57,24.4,4.24,5.97,86.0,Satisfactory
Amritsar,22-09-18,44.09,33.3,15.34,10.85,24.48,9.66,0.0,4.17,18.28,4.0,5.81,52.0,Satisfactory
Amritsar,23-09-18,44.09,10.81,18.2,3.94,22.06,7.38,0.02,5.15,10.8,3.87,5.72,32.0,Good
Amritsar,24-09-18,44.09,17.01,5.52,0.79,6.29,6.7,0.0,4.9,16.19,5.77,3.68,22.0,Good
Amritsar,25-09-18,44.09,27.65,6.39,1.41,7.8,4.63,0.0,3.16,12.47,6.605,0.73,20.0,Good
Amritsar,26-09-18,44.09,84.37,5.0,1.41,6.41,4.17,0.0,6.76,10.35,6.605,1.82,56.0,Satisfactory
Amritsar,27-09-18,44.09,93.59,5.79,4.82,10.6,6.58,0.06,4.37,16.55,6.605,1.13,91.0,Satisfactory
Amritsar,28-09-18,44.09,94.38,10.47,11.77,22.26,12.22,0.0,5.97,19.15,6.605,1.15,94.0,Satisfactory
Amritsar,29-09-18,44.09,43.79,13.44,14.45,27.88,11.18,0.0,6.46,18.06,6.605,0.91,67.0,Satisfactory
Amritsar,30-09-18,44.09,84.29,12.2,14.12,26.33,10.97,0.0,6.29,19.94,6.605,1.6,68.0,Satisfactory
Amritsar,01-10-18,44.09,119.97,10.65,14.79,25.44,11.08,0.0,6.5,20.78,6.605,1.67,100.0,Satisfactory
Amritsar,02-10-18,44.09,130.41,10.67,15.03,25.7,10.88,0.0,5.83,21.03,6.605,1.56,119.0,Moderate
Amritsar,03-10-18,44.09,134.54,10.62,14.44,25.04,10.64,0.0,6.65,17.06,6.605,1.48,122.0,Moderate
Amritsar,04-10-18,44.09,79.33,12.77,18.87,31.65,10.07,0.0,6.61,20.1,6.605,1.04,104.0,Moderate
Amritsar,05-10-18,44.09,65.32,11.02,17.17,28.2,9.51,0.0,6.18,21.78,6.605,0.85,78.0,Satisfactory
Amritsar,06-10-18,44.09,95.99,12.69,15.89,28.58,9.8,0.0,6.16,18.11,6.605,1.29,83.0,Satisfactory
Amritsar,07-10-18,44.09,194.56,11.01,15.38,26.39,9.96,0.0,6.75,23.54,6.605,1.64,133.0,Moderate
Amritsar,08-10-18,44.09,154.77,10.98,12.72,23.7,11.46,0.0,5.05,20.87,6.605,1.3,157.0,Moderate
Amritsar,09-10-18,44.09,87.81,12.7,10.99,23.68,13.5,0.0,3.72,9.48,6.605,0.68,106.0,Moderate
Amritsar,10-10-18,44.09,132.12,15.73,14.43,30.16,16.85,0.0,4.15,17.22,6.605,1.19,93.0,Satisfactory
Amritsar,11-10-18,44.09,152.34,22.22,21.74,43.96,24.05,0.0,6.05,21.4,6.605,1.1,146.0,Moderate
Amritsar,12-10-18,44.09,152.55,28.01,27.25,55.27,25.23,0.0,6.43,17.28,6.605,1.29,129.0,Moderate
Amritsar,13-10-18,44.09,211.81,27.51,26.32,53.83,24.88,0.0,5.77,18.01,6.605,1.76,150.0,Moderate
Amritsar,14-10-18,44.09,218.375,25.75,26.49,52.24,24.71,0.0,6.71,18.63,6.605,2.02,209.0,Poor
Amritsar,15-10-18,44.09,218.375,18.97,23.23,42.76,20.99,0.09,6.47,24.57,6.605,1.81,203.0,Poor
Amritsar,16-10-18,44.09,125.47,12.31,18.58,31.89,17.99,0.0,6.07,30.09,6.605,1.16,145.0,Moderate
Amritsar,17-10-18,44.09,121.94,14.24,19.97,35.21,18.55,0.0,6.19,24.0,6.605,1.35,106.0,Moderate
Amritsar,18-10-18,44.09,106.02,15.1,20.95,37.05,18.81,0.01,5.43,22.76,6.605,1.62,118.0,Moderate
Amritsar,19-10-18,44.09,112.9,16.77,22.89,40.66,18.72,0.0,6.5,21.61,6.605,1.58,106.0,Moderate
Amritsar,20-10-18,44.09,85.78,17.65,25.08,43.72,18.52,0.0,6.11,18.43,6.605,1.16,96.0,Satisfactory
