City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,aqi_bucket
Ahmedabad,01-01-15,58.37,107.96,0.92,18.22,17.15,14.5,0.92,27.64,77.6225,0.0,0.02,384.5,Very Poor
Ahmedabad,02-01-15,58.37,107.96,0.97,15.69,16.46,14.5,0.97,24.55,34.06,3.68,5.5,384.5,Very Poor
Ahmedabad,03-01-15,58.37,107.96,17.4,19.3,29.7,14.5,2.985,29.07,30.7,6.605,15.78,384.5,Very Poor
Ahmedabad,04-01-15,58.37,107.96,1.7,18.48,17.97,14.5,1.7,18.59,36.08,4.43,10.14,384.5,Very Poor
Ahmedabad,05-01-15,58.37,107.96,22.1,21.42,37.76,14.5,2.985,29.925,39.31,6.605,15.78,384.5,Very Poor
Ahmedabad,06-01-15,58.37,107.96,45.41,38.48,77.0325,14.5,2.985,29.925,46.51,5.42,10.83,384.5,Very Poor
Ahmedabad,07-01-15,58.37,107.96,46.4,40.62,77.0325,14.5,2.985,29.925,33.47,0.0,0.0,384.5,Very Poor
Ahmedabad,08-01-15,58.37,107.96,46.4,36.74,77.0325,14.5,2.985,29.925,31.89,0.0,0.0,384.5,Very Poor
Ahmedabad,09-01-15,58.37,107.96,29.16,31.0,48.0,14.5,2.985,29.925,25.75,0.0,0.0,384.5,Very Poor
Ahmedabad,10-01-15,58.37,107.96,16.28,7.04,0.0,14.5,2.985,8.29,4.55,0.0,0.0,384.5,Very Poor
Ahmedabad,11-01-15,58.37,107.96,46.4,55.8,24.53,14.5,2.985,25.03,6.79,0.0,0.0,384.5,Very Poor
Ahmedabad,12-01-15,58.37,107.96,46.4,40.67,77.0325,14.5,2.985,29.925,45.89,2.41,0.03,384.5,Very Poor
Ahmedabad,13-01-15,58.37,107.96,46.4,44.2,77.0325,14.5,2.985,29.925,35.16,6.605,13.35,384.5,Very Poor
Ahmedabad,14-01-15,58.37,107.96,19.2,27.86,33.05,14.5,2.985,29.925,20.96,2.16,2.26,384.5,Very Poor
Ahmedabad,15-01-15,58.37,107.96,0.6,16.96,16.6,14.5,0.6,28.89,47.63,0.14,0.04,384.5,Very Poor
Ahmedabad,16-01-15,58.37,107.96,1.63,21.72,22.86,14.5,1.63,29.925,46.03,0.35,0.05,384.5,Very Poor
Ahmedabad,17-01-15,58.37,107.96,11.44,24.73,34.75,14.5,2.985,29.925,52.24,0.68,0.0,384.5,Very Poor
Ahmedabad,18-01-15,58.37,107.96,6.1,25.77,29.57,14.5,2.985,29.925,53.49,0.74,0.21,384.5,Very Poor
Ahmedabad,19-01-15,58.37,107.96,2.51,26.88,27.45,14.5,2.51,29.925,49.48,0.26,0.02,384.5,Very Poor
Ahmedabad,20-01-15,58.37,107.96,7.92,26.8,32.4,14.5,2.985,29.925,56.37,0.24,0.01,384.5,Very Poor
Ahmedabad,21-01-15,58.37,107.96,9.52,33.56,39.28,14.5,2.985,29.925,48.75,0.33,0.0,384.5,Very Poor
Ahmedabad,22-01-15,58.37,107.96,9.05,17.51,22.33,14.5,2.985,23.71,42.22,0.0,0.0,384.5,Very Poor
Ahmedabad,23-01-15,58.37,107.96,22.53,27.96,47.79,14.5,2.985,29.925,32.92,0.39,0.0,384.5,Very Poor
Ahmedabad,24-01-15,58.37,107.96,2.03,20.39,21.4,14.5,2.03,29.925,32.49,0.47,0.7,384.5,Very Poor
Ahmedabad,25-01-15,58.37,107.96,1.42,20.43,20.19,14.5,1.42,29.925,39.26,0.01,0.0,384.5,Very Poor
Ahmedabad,26-01-15,58.37,107.96,2.27,21.16,21.81,14.5,2.27,29.925,39.83,0.06,0.0,384.5,Very Poor
Ahmedabad,27-01-15,58.37,107.96,2.19,21.7,23.26,14.5,2.19,29.925,41.1,0.02,0.0,384.5,Very Poor
Ahmedabad,28-01-15,73.24,107.96,5.72,21.11,25.84,14.5,2.985,29.925,62.42,0.03,0.01,384.5,Very Poor
Ahmedabad,29-01-15,83.13,107.96,6.93,28.71,33.72,14.5,2.985,29.925,59.76,0.02,0.0,209.0,Poor
Ahmedabad,30-01-15,79.84,107.96,13.85,28.68,41.08,14.5,2.985,29.925,77.6225,0.04,0.0,328.0,Very Poor
Ahmedabad,31-01-15,94.52,107.96,24.39,32.66,52.61,14.5,2.985,29.925,77.6225,0.24,0.01,391.0,Very Poor
Ahmedabad,01-02-15,135.99,107.96,43.48,42.08,77.0325,14.5,2.985,29.925,77.6225,0.4,0.04,391.0,Very Poor
Ahmedabad,02-02-15,148.7425,107.96,46.4,35.31,72.8,14.5,2.985,29.925,77.6225,0.46,0.06,391.0,Very Poor
Ahmedabad,03-02-15,139.7,107.96,30.61,28.4,56.73,14.5,2.985,29.925,73.6,0.17,0.03,391.0,Very Poor
Ahmedabad,04-02-15,80.65,107.96,2.37,22.83,24.0,14.5,2.37,25.73,47.3,0.0,0.0,294.0,Poor
Ahmedabad,05-02-15,58.36,107.96,2.6,21.39,23.31,14.5,2.6,29.925,53.54,0.0,0.0,149.0,Moderate
Ahmedabad,06-02-15,79.29,107.96,1.16,26.94,26.83,14.5,1.16,29.925,59.3,0.0,0.0,190.0,Moderate
Ahmedabad,07-02-15,88.7,107.96,7.29,31.32,37.73,14.5,2.985,29.925,44.76,0.0,0.0,247.0,Poor
Ahmedabad,08-02-15,74.28,107.96,8.92,27.3,33.42,14.5,2.985,29.925,47.42,0.0,0.0,379.0,Very Poor
Ahmedabad,09-02-15,113.93,107.96,4.32,24.27,26.86,14.5,2.985,29.925,39.94,0.02,0.0,341.0,Very Poor
Ahmedabad,10-02-15,105.39,107.96,1.41,18.21,18.75,14.5,1.41,29.925,56.15,0.0,0.0,256.0,Poor
Ahmedabad,11-02-15,66.52,107.96,6.34,23.8,28.24,14.5,2.985,29.925,53.14,6.605,9.63,388.0,Very Poor
Ahmedabad,12-02-15,65.04,107.96,14.19,30.1,44.21,14.5,2.985,29.925,31.88,6.605,15.78,288.0,Poor
Ahmedabad,13-02-15,103.36,107.96,18.18,39.56,57.33,14.5,2.985,29.925,40.11,6.605,15.78,391.0,Very Poor
Ahmedabad,14-02-15,148.7425,107.96,37.49,47.58,77.0325,14.5,2.985,29.925,36.47,6.605,15.78,391.0,Very Poor
Ahmedabad,15-02-15,113.25,107.96,15.55,30.5,44.87,14.5,2.985,29.925,33.78,6.605,15.78,391.0,Very Poor
Ahmedabad,16-02-15,99.7,107.96,19.85,28.1,47.31,14.5,2.985,29.925,30.57,6.605,15.78,391.0,Very Poor
Ahmedabad,17-02-15,80.61,107.96,15.96,21.04,35.67,14.5,2.985,29.925,36.2,6.605,15.78,391.0,Very Poor
Ahmedabad,18-02-15,100.79,107.96,16.24,25.93,41.91,14.5,2.985,29.925,37.43,6.605,15.78,391.0,Very Poor
Ahmedabad,19-02-15,107.99,107.96,11.25,30.09,40.47,14.5,2.985,29.925,31.94,6.605,15.78,391.0,Very Poor
Ahmedabad,20-02-15,140.29,107.96,33.84,36.14,68.85,14.5,2.985,29.925,40.98,6.605,15.78,391.0,Very Poor
Ahmedabad,21-02-15,148.7425,107.96,46.4,46.25,77.0325,14.5,2.985,29.925,33.55,6.605,15.78,391.0,Very Poor
Ahmedabad,22-02-15,142.96,107.96,45.45,48.21,77.0325,14.5,2.985,29.925,34.77,6.605,15.78,391.0,Very Poor
Ahmedabad,23-02-15,148.7425,107.96,46.4,55.07,77.0325,14.5,2.985,29.925,37.3,6.605,15.78,391.0,Very Poor
Ahmedabad,24-02-15,118.72,107.96,12.56,32.01,42.56,14.5,2.985,29.925,38.8,6.605,15.78,391.0,Very Poor
Ahmedabad,25-02-15,52.99,107.96,2.23,10.45,10.39,14.5,2.23,29.925,67.25,3.85,11.39,292.0,Poor
Ahmedabad,26-02-15,58.37,107.96,16.28,47.19,39.51,14.5,2.985,29.925,39.51,3.87,15.78,384.5,Very Poor
Ahmedabad,27-02-15,58.37,107.96,16.28,47.19,39.51,14.5,2.985,29.925,39.51,3.87,15.78,384.5,Very Poor
Ahmedabad,28-02-15,58.37,107.96,16.28,47.19,39.51,14.5,2.985,29.925,39.51,3.87,15.78,384.5,Very Poor
Ahmedabad,01-03-15,61.12,107.96,3.58,16.81,20.92,14.5,2.985,28.44,30.48,2.69,1.58,384.5,Very Poor
Ahmedabad,02-03-15,60.78,107.96,9.07,18.21,27.34,14.5,2.985,29.48,34.75,2.05,0.55,189.0,Moderate
Ahmedabad,03-03-15,91.83,107.96,12.99,28.71,40.76,14.5,2.985,29.925,38.46,2.69,1.74,391.0,Very Poor
Ahmedabad,04-03-15,93.88,107.96,18.21,29.38,47.01,14.5,2.985,29.925,46.79,5.21,2.55,383.0,Very Poor
Ahmedabad,05-03-15,148.7425,107.96,46.4,42.27,77.0325,14.5,2.985,29.925,59.39,6.605,9.96,391.0,Very Poor
Ahmedabad,06-03-15,58.37,107.96,16.28,47.19,39.51,14.5,2.985,29.925,39.51,3.87,15.78,384.5,Very Poor
Ahmedabad,07-03-15,105.45,107.96,2.5,16.1,18.66,14.5,2.5,29.29,69.9,6.605,5.75,384.5,Very Poor
Ahmedabad,08-03-15,71.56,107.96,3.51,16.83,20.32,14.5,2.985,29.925,57.16,3.95,8.01,190.0,Moderate
Ahmedabad,09-03-15,119.8,107.96,4.13,24.07,27.9,14.5,2.985,29.925,50.49,4.85,12.15,233.0,Poor
Ahmedabad,10-03-15,106.71,107.96,5.39,25.59,30.51,14.5,2.985,29.925,60.17,5.58,14.17,297.0,Poor
Ahmedabad,11-03-15,118.49,107.96,4.11,28.94,31.83,14.5,2.985,29.925,53.61,6.605,15.78,330.0,Very Poor
Ahmedabad,12-03-15,106.01,107.96,4.28,27.31,30.54,14.5,2.985,29.925,40.91,6.605,15.54,252.0,Poor
Ahmedabad,13-03-15,97.34,107.96,3.67,21.58,24.62,14.5,2.985,29.925,45.69,5.61,15.02,244.0,Poor
Ahmedabad,14-03-15,83.92,107.96,6.42,25.03,30.8,14.5,2.985,29.925,34.94,6.605,15.78,234.0,Poor
Ahmedabad,15-03-15,49.51,107.96,3.1,14.16,16.15,14.5,2.985,29.925,37.95,4.34,11.34,219.0,Poor
Ahmedabad,16-03-15,30.76,107.96,2.72,14.14,16.98,14.5,2.72,29.925,54.78,3.58,9.38,118.0,Moderate
Ahmedabad,17-03-15,50.29,107.96,5.34,29.84,33.28,14.5,2.985,29.925,45.44,5.45,15.12,231.0,Poor
Ahmedabad,18-03-15,57.69,107.96,25.36,29.48,54.79,14.5,2.985,29.925,52.87,6.605,15.78,286.0,Poor
Ahmedabad,19-03-15,105.06,107.96,46.24,37.05,77.0325,14.5,2.985,29.925,45.65,6.605,15.78,391.0,Very Poor
Ahmedabad,20-03-15,94.1,107.96,22.14,36.53,57.49,14.5,2.985,29.925,46.77,6.605,15.78,391.0,Very Poor
Ahmedabad,21-03-15,111.89,107.96,22.25,43.29,64.53,14.5,2.985,29.925,50.57,6.605,15.78,391.0,Very Poor
Ahmedabad,22-03-15,108.59,107.96,25.38,39.34,63.01,14.5,2.985,29.925,46.68,6.605,15.78,391.0,Very Poor
Ahmedabad,23-03-15,130.76,107.96,45.61,41.03,77.0325,14.5,2.985,29.925,41.58,6.605,15.78,391.0,Very Poor
Ahmedabad,24-03-15,143.55,107.96,27.3,31.15,57.16,14.5,2.985,29.925,35.38,6.605,15.78,391.0,Very Poor
Ahmedabad,25-03-15,148.7425,107.96,23.83,34.48,57.71,14.5,2.985,29.925,43.79,6.605,15.78,391.0,Very Poor
Ahmedabad,26-03-15,148.7425,107.96,17.93,43.3,60.07,14.5,2.985,29.925,53.44,6.605,15.78,391.0,Very Poor
Ahmedabad,27-03-15,147.38,107.96,6.4,35.82,40.22,14.5,2.985,29.925,17.94,6.605,15.78,391.0,Very Poor
Ahmedabad,28-03-15,148.7425,107.96,5.86,27.89,32.65,14.5,2.985,29.925,38.54,6.605,15.78,321.0,Very Poor
Ahmedabad,29-03-15,148.7425,107.96,4.99,21.8,25.37,14.5,2.985,29.925,39.77,6.605,14.95,372.0,Very Poor
Ahmedabad,30-03-15,133.37,107.96,3.88,17.99,21.02,14.5,2.985,29.925,39.66,5.76,11.74,339.0,Very Poor
Ahmedabad,31-03-15,133.3,107.96,6.52,20.0,26.18,14.5,2.985,29.925,59.03,6.605,15.78,339.0,Very Poor
Ahmedabad,01-04-15,96.04,107.96,3.8,20.07,23.46,14.5,2.985,29.925,46.61,6.605,13.44,324.0,Very Poor
Ahmedabad,02-04-15,77.69,107.96,5.24,18.87,23.06,14.5,2.985,29.925,27.14,6.605,11.77,222.0,Poor
Ahmedabad,03-04-15,53.07,107.96,4.17,13.82,17.45,14.5,2.985,29.925,21.76,4.47,6.94,169.0,Moderate
Ahmedabad,04-04-15,63.11,107.96,5.63,15.5,18.49,14.5,2.985,29.925,4.72,5.2,8.17,220.0,Poor
Ahmedabad,05-04-15,148.7425,107.96,3.92,16.7,20.97,14.5,2.985,26.32,37.11,3.88,10.78,384.5,Very Poor
Ahmedabad,06-04-15,120.96,107.96,4.23,20.86,25.02,14.5,2.985,29.925,35.66,6.05,15.78,303.0,Very Poor
Ahmedabad,07-04-15,138.63,107.96,5.65,25.47,30.67,14.5,2.985,29.925,29.77,6.605,15.78,314.0,Very Poor
Ahmedabad,08-04-15,144.36,107.96,15.82,30.69,46.1,14.5,2.985,29.925,27.34,6.605,15.78,378.0,Very Poor
Ahmedabad,09-04-15,85.03,107.96,3.3,26.7,27.41,14.5,2.985,29.925,35.89,6.605,15.78,391.0,Very Poor
Ahmedabad,10-04-15,134.6,107.96,5.9,26.27,28.7,14.5,2.985,29.925,7.0,0.0,0.0,384.5,Very Poor
Ahmedabad,11-04-15,61.06,107.96,3.52,14.03,17.59,14.5,2.985,8.08,19.54,0.0,0.0,126.0,Moderate
Ahmedabad,12-04-15,39.42,107.96,5.28,19.56,24.66,14.5,2.985,17.66,31.3,0.0,0.0,175.0,Moderate
Ahmedabad,13-04-15,111.86,107.96,3.89,22.51,25.17,14.5,2.985,15.84,31.23,0.0,0.0,226.0,Poor
Ahmedabad,14-04-15,58.37,107.96,5.74,21.71,27.69,14.5,2.985,25.9,43.92,2.15,10.46,244.0,Poor
Ahmedabad,15-04-15,95.37,107.96,18.01,26.23,44.34,14.5,2.985,13.59,41.64,1.21,3.28,315.0,Very Poor
Ahmedabad,16-04-15,141.3,107.96,30.8,36.88,66.53,14.5,2.985,29.925,37.66,0.66,0.01,391.0,Very Poor
Ahmedabad,17-04-15,106.68,107.96,19.91,46.38,54.77,14.5,2.985,29.925,48.49,1.67,0.0,391.0,Very Poor
Ahmedabad,18-04-15,109.48,107.96,4.3,20.27,22.86,14.5,2.985,29.925,31.34,0.05,0.0,285.0,Poor
Ahmedabad,19-04-15,126.04,107.96,6.99,20.18,26.78,14.5,2.985,29.925,28.71,0.2,0.0,321.0,Very Poor
Ahmedabad,20-04-15,71.22,107.96,16.73,21.32,37.58,14.5,2.985,29.925,28.39,1.38,15.78,358.0,Very Poor
Ahmedabad,21-04-15,97.87,107.96,6.3,17.96,23.45,14.5,2.985,13.85,34.16,0.21,4.91,357.0,Very Poor
Ahmedabad,22-04-15,63.38,107.96,3.44,13.28,15.44,14.5,2.985,24.79,43.62,0.0,0.0,189.0,Moderate
Ahmedabad,23-04-15,75.29,107.96,3.35,14.29,17.97,14.5,2.985,29.925,60.71,0.0,0.01,384.5,Very Poor
Ahmedabad,24-04-15,80.9,107.96,5.7,18.62,24.23,14.5,2.985,29.925,22.8,0.05,0.09,214.0,Poor
Ahmedabad,25-04-15,103.29,107.96,4.55,19.82,23.69,14.5,2.985,29.925,22.18,0.06,1.17,253.0,Poor
Ahmedabad,26-04-15,107.5,107.96,5.29,15.56,19.73,14.5,2.985,29.925,10.12,0.09,0.16,239.0,Poor
Ahmedabad,27-04-15,148.7425,107.96,3.11,14.77,16.12,14.5,2.985,29.925,59.73,0.0,2.55,384.5,Very Poor
Ahmedabad,28-04-15,102.58,107.96,3.88,12.74,16.82,14.5,2.985,29.925,26.89,0.02,6.4,384.5,Very Poor
Ahmedabad,29-04-15,138.42,107.96,5.05,16.7,21.56,14.5,2.985,29.925,27.18,0.01,0.88,300.0,Poor
Ahmedabad,30-04-15,129.04,107.96,5.69,14.86,19.66,14.5,2.985,29.925,18.67,0.0,0.0,317.0,Very Poor
Ahmedabad,01-05-15,96.65,107.96,4.67,15.9,20.53,14.5,2.985,29.925,11.83,0.01,0.0,240.0,Poor
Ahmedabad,02-05-15,126.77,107.96,15.69,23.93,39.73,14.5,2.985,29.925,36.71,0.22,0.04,344.0,Very Poor
Ahmedabad,03-05-15,106.15,107.96,13.12,23.02,35.05,14.5,2.985,29.925,77.6225,0.3,0.02,391.0,Very Poor
Ahmedabad,04-05-15,86.31,107.96,2.69,10.5,10.9,14.5,2.69,29.925,77.6225,0.47,0.15,308.0,Very Poor
Ahmedabad,05-05-15,83.99,107.96,2.73,0.08,2.75,14.5,2.73,29.925,69.57,0.28,0.05,227.0,Poor
Ahmedabad,06-05-15,65.11,107.96,3.14,4.58,6.75,14.5,2.985,22.27,32.26,0.17,0.04,120.0,Moderate
Ahmedabad,07-05-15,51.03,107.96,6.24,20.47,26.2,14.5,2.985,15.5,31.44,0.0,0.0,158.0,Moderate
Ahmedabad,08-05-15,38.73,107.96,8.0,19.28,26.61,14.5,2.985,20.13,25.7,0.0,0.0,177.0,Moderate
Ahmedabad,09-05-15,61.12,107.96,9.94,17.82,27.18,14.5,2.985,29.925,25.9,0.0,0.0,201.0,Poor
Ahmedabad,10-05-15,58.44,107.96,10.68,17.24,27.38,14.5,2.985,29.925,18.89,0.0,0.0,211.0,Poor
Ahmedabad,11-05-15,61.49,107.96,11.44,16.69,27.61,14.5,2.985,29.925,18.2,0.01,0.0,221.0,Poor
Ahmedabad,12-05-15,65.39,107.96,12.3,16.08,27.86,14.5,2.985,27.96,22.35,0.0,0.0,233.0,Poor
Ahmedabad,13-05-15,100.92,107.96,20.42,18.9,37.83,14.5,2.985,29.925,22.84,4.9,15.78,391.0,Very Poor
Ahmedabad,14-05-15,97.48,107.96,5.31,30.02,33.62,14.5,2.985,29.925,16.26,6.605,15.78,352.0,Very Poor
Ahmedabad,15-05-15,129.27,107.96,14.28,28.33,41.92,14.5,2.985,29.925,25.4,6.605,15.78,327.0,Very Poor
Ahmedabad,16-05-15,129.58,107.96,21.23,28.79,45.4,14.5,2.985,17.66,34.42,6.605,15.78,391.0,Very Poor
Ahmedabad,17-05-15,100.57,107.96,7.56,18.79,24.33,14.5,2.985,29.925,38.83,4.92,15.78,391.0,Very Poor
Ahmedabad,18-05-15,130.34,107.96,7.14,17.43,23.72,14.5,2.985,29.925,29.05,5.05,14.0,212.0,Poor
Ahmedabad,19-05-15,53.24,107.96,8.05,15.86,23.34,14.5,2.985,29.925,21.58,5.23,15.0,280.0,Poor
Ahmedabad,20-05-15,42.0,107.96,10.44,18.16,21.8,14.5,2.985,17.0,25.5,0.0,0.0,162.0,Moderate
Ahmedabad,21-05-15,50.1,107.96,9.46,14.9,22.5,14.5,2.985,29.925,12.91,0.41,1.89,384.5,Very Poor
Ahmedabad,22-05-15,83.69,107.96,10.89,17.18,27.15,14.5,2.985,29.925,35.61,6.605,15.78,391.0,Very Poor
Ahmedabad,23-05-15,38.88,107.96,2.18,16.28,17.74,14.5,2.18,26.4,12.47,3.0,6.96,128.0,Moderate
Ahmedabad,24-05-15,46.89,107.96,2.96,16.17,18.49,14.5,2.96,29.925,10.74,3.41,8.87,129.0,Moderate
Ahmedabad,25-05-15,70.96,107.96,4.12,15.47,19.28,14.5,2.985,23.67,16.01,3.72,8.13,152.0,Moderate
Ahmedabad,26-05-15,53.66,107.96,4.23,14.43,18.06,14.5,2.985,14.46,45.64,2.39,6.4,176.0,Moderate
Ahmedabad,27-05-15,45.49,107.96,4.26,13.73,17.1,14.5,2.985,12.85,71.85,2.5,5.96,167.0,Moderate
Ahmedabad,28-05-15,60.86,107.96,5.27,16.61,21.42,14.5,2.985,14.91,41.19,3.03,9.18,106.0,Moderate
Ahmedabad,29-05-15,51.93,107.96,13.71,17.87,31.64,14.5,2.985,15.33,12.88,6.32,15.78,231.0,Poor
Ahmedabad,30-05-15,77.87,107.96,6.67,17.12,23.0,14.5,2.985,29.925,16.67,4.79,9.78,327.0,Very Poor
Ahmedabad,31-05-15,57.59,107.96,5.6,15.47,20.42,14.5,2.985,29.925,25.51,2.64,6.3,174.0,Moderate
Ahmedabad,01-06-15,77.22,107.96,7.02,15.47,21.13,14.5,2.985,29.925,9.56,3.74,8.45,185.0,Moderate
Ahmedabad,02-06-15,45.29,107.96,7.25,12.74,19.66,14.5,2.985,18.64,6.32,2.73,6.99,179.0,Moderate
Ahmedabad,03-06-15,103.78,107.96,6.36,13.9,19.86,14.5,2.985,7.76,15.27,0.82,1.37,211.0,Poor
Ahmedabad,04-06-15,25.14,107.96,6.01,18.73,24.74,14.5,2.985,29.925,38.52,0.0,0.0,192.0,Moderate
Ahmedabad,05-06-15,87.03,107.96,8.05,17.88,25.53,14.5,2.985,23.84,48.22,0.0,0.0,310.0,Very Poor
Ahmedabad,06-06-15,89.6,107.96,6.59,19.84,25.9,14.5,2.985,29.925,44.78,0.0,0.0,223.0,Poor
Ahmedabad,07-06-15,80.69,107.96,6.86,16.07,22.25,14.5,2.985,29.925,32.65,0.0,0.0,192.0,Moderate
Ahmedabad,08-06-15,44.75,107.96,7.76,16.53,24.29,14.5,2.985,9.89,8.07,0.0,0.0,191.0,Moderate
Ahmedabad,09-06-15,38.11,107.96,7.41,11.62,19.03,14.5,2.985,3.13,6.69,2.5,5.93,184.0,Moderate
Ahmedabad,10-06-15,45.5,107.96,8.56,15.59,24.15,14.5,2.985,0.76,3.82,5.09,8.52,220.0,Poor
Ahmedabad,11-06-15,36.98,107.96,8.21,11.52,19.74,14.5,2.985,0.52,5.17,3.63,8.16,215.0,Poor
Ahmedabad,12-06-15,43.58,107.96,8.26,13.33,21.58,14.5,2.985,1.02,7.56,3.59,6.79,226.0,Poor
Ahmedabad,13-06-15,45.49,107.96,9.63,14.91,24.53,14.5,2.985,0.81,2.94,3.67,6.62,251.0,Poor
Ahmedabad,14-06-15,38.06,107.96,8.67,18.57,27.25,14.5,2.985,1.05,4.63,2.85,5.12,216.0,Poor
Ahmedabad,15-06-15,45.41,107.96,9.35,20.55,29.9,14.5,2.985,0.74,4.5,2.83,7.18,237.0,Poor
Ahmedabad,16-06-15,37.71,107.96,8.54,16.26,24.8,14.5,2.985,0.87,4.6,2.52,7.61,198.0,Moderate
Ahmedabad,17-06-15,32.37,107.96,7.53,14.36,21.89,14.5,2.985,2.17,12.17,1.88,7.92,195.0,Moderate
Ahmedabad,18-06-15,34.74,107.96,7.59,13.51,21.11,14.5,2.985,4.11,12.22,1.82,6.19,187.0,Moderate
Ahmedabad,19-06-15,32.56,107.96,7.34,13.91,21.25,14.5,2.985,4.04,11.85,2.55,9.3,181.0,Moderate
Ahmedabad,20-06-15,29.28,107.96,7.55,11.68,19.23,14.5,2.985,4.01,12.64,1.64,7.0,179.0,Moderate
Ahmedabad,21-06-15,20.46,107.96,7.15,10.61,17.76,14.5,2.985,5.62,12.7,1.26,5.17,188.0,Moderate
Ahmedabad,22-06-15,26.07,107.96,7.99,11.07,19.06,14.5,2.985,4.1,10.57,1.5,6.9,190.0,Moderate
Ahmedabad,23-06-15,21.43,107.96,7.45,11.16,18.62,14.5,2.985,4.99,7.38,1.4,6.69,185.0,Moderate
Ahmedabad,24-06-15,11.91,107.96,7.34,10.1,17.44,14.5,2.985,10.86,5.47,1.3,12.23,189.0,Moderate
Ahmedabad,25-06-15,57.75,107.96,8.68,9.68,18.36,14.5,2.985,12.28,3.06,1.98,6.51,196.0,Moderate
Ahmedabad,26-06-15,66.39,107.96,8.58,12.79,21.36,14.5,2.985,11.09,4.96,1.76,6.18,201.0,Poor
Ahmedabad,27-06-15,62.61,107.96,9.15,9.83,18.98,14.5,2.985,12.31,6.44,1.87,5.47,231.0,Poor
Ahmedabad,28-06-15,47.5,107.96,8.07,9.53,17.59,14.5,2.985,13.91,7.28,1.34,3.97,196.0,Moderate
Ahmedabad,29-06-15,111.8,107.96,9.23,11.51,20.74,14.5,2.985,5.27,5.99,1.84,5.69,220.0,Poor
Ahmedabad,30-06-15,30.0,107.96,8.87,13.59,22.64,14.5,2.985,8.09,6.31,1.32,4.59,244.0,Poor
Ahmedabad,01-07-15,4.66,107.96,9.01,10.9,20.36,14.5,2.985,7.31,6.38,1.27,3.94,223.0,Poor
Ahmedabad,02-07-15,48.72,107.96,9.56,11.94,21.5,14.5,2.985,5.72,6.61,1.77,4.96,230.0,Poor
Ahmedabad,03-07-15,49.7,107.96,9.43,9.81,19.23,14.5,2.985,6.78,6.42,2.0,4.79,243.0,Poor
Ahmedabad,04-07-15,48.1,107.96,8.03,9.53,17.57,14.5,2.985,9.33,7.6,1.68,4.41,215.0,Poor
Ahmedabad,05-07-15,47.43,107.96,8.11,9.45,17.56,14.5,2.985,7.93,7.08,2.1,3.6,199.0,Moderate
Ahmedabad,06-07-15,51.74,107.96,8.91,12.38,21.28,14.5,2.985,10.05,5.78,2.15,3.64,200.0,Moderate
Ahmedabad,07-07-15,42.68,107.96,9.74,11.08,20.82,14.5,2.985,10.87,4.44,1.62,4.96,226.0,Poor
Ahmedabad,08-07-15,38.45,107.96,10.55,7.8,18.35,14.5,2.985,10.28,3.24,2.46,4.79,241.0,Poor
Ahmedabad,09-07-15,46.69,107.96,11.48,0.17,11.64,14.5,2.985,10.25,5.76,1.77,4.34,222.0,Poor
Ahmedabad,10-07-15,55.27,107.96,11.55,0.12,11.66,14.5,2.985,12.7,6.55,1.69,4.17,223.0,Poor
Ahmedabad,11-07-15,148.7425,107.96,11.49,0.16,11.65,14.5,2.985,10.07,7.27,1.71,5.72,248.0,Poor
Ahmedabad,12-07-15,86.57,107.96,11.47,0.17,11.64,14.5,2.985,11.09,6.53,1.57,3.85,300.0,Poor
Ahmedabad,13-07-15,111.77,107.96,11.3,0.24,11.53,14.5,2.985,7.73,4.67,1.72,4.52,232.0,Poor
Ahmedabad,14-07-15,148.7425,107.96,10.8,0.36,11.16,14.5,2.985,7.8,5.46,0.95,3.54,330.0,Very Poor
Ahmedabad,15-07-15,51.35,107.96,8.0,2.69,10.67,14.5,2.985,10.0,5.76,1.54,4.32,223.0,Poor
Ahmedabad,16-07-15,65.37,107.96,0.64,8.07,8.57,14.5,0.64,16.31,8.02,1.63,4.34,105.0,Moderate
Ahmedabad,17-07-15,56.28,107.96,0.6,8.02,8.51,14.5,0.6,18.93,6.2,1.52,3.74,101.0,Moderate
Ahmedabad,18-07-15,48.17,107.96,0.65,8.0,8.55,14.5,0.65,18.99,7.97,1.23,4.74,93.0,Satisfactory
Ahmedabad,19-07-15,33.56,107.96,0.72,7.89,8.56,14.5,0.72,11.28,10.18,0.61,3.85,67.0,Satisfactory
Ahmedabad,20-07-15,31.3,107.96,0.55,8.1,8.49,14.5,0.55,10.29,7.44,0.52,2.31,60.0,Satisfactory
Ahmedabad,21-07-15,48.12,107.96,0.67,7.9,8.43,14.5,0.67,1.28,6.3,5.0,15.78,384.5,Very Poor
Ahmedabad,22-07-15,57.11,107.96,0.55,8.28,8.42,14.5,0.55,14.58,2.6,2.81,14.53,90.0,Satisfactory
Ahmedabad,23-07-15,34.72,107.96,0.1,9.73,7.88,14.5,0.1,13.62,4.87,1.44,5.22,78.0,Satisfactory
Ahmedabad,24-07-15,29.22,107.96,0.06,9.57,7.77,14.5,0.06,13.58,5.08,1.37,3.65,48.0,Good
Ahmedabad,25-07-15,29.79,107.96,0.14,8.64,7.97,14.5,0.14,15.11,5.34,0.36,1.05,53.0,Satisfactory
